price,area,bedrooms,bathrooms,washingmachine,dtcenter,hotwater,ac,parking,security,furnish
1621053,9.55,1,1,0,3.390525119,1,1,1,1,1
1621053,13.64,1,1,0,3.375059665,1,1,1,2,0
1622907,13.64,1,1,1,12.41124336,1,1,0,1,1
1623408,17.73,1,1,1,12.40401393,1,1,1,0,0
1623639,12.27,1,1,1,12.37079278,1,1,1,2,2
1624296,17.73,2,1,0,3.359553588,1,1,1,1,0
1624737,36.82,1,1,1,3.349954058,0,0,0,1,0
1626467,13.64,1,1,1,12.29303038,1,1,1,2,0
1630663,15,1,1,0,3.34723544,1,1,1,2,0
1631348,17.73,2,1,0,12.26224598,1,1,0,0,1
1631411,17.73,1,1,1,12.23579109,1,1,1,0,0
1635302,21.82,2,1,1,12.13000579,1,0,1,1,0
1635498,13.64,1,1,0,3.274240047,1,1,0,2,1
1636076,9.55,1,1,0,3.26722041,1,1,1,1,1
1639474,17.73,1,1,1,11.94585902,1,1,1,1,0
1639474,16.36,1,1,0,11.91573962,1,0,1,1,0
1639474,13.64,1,1,0,3.23630425,1,1,1,1,0
1640273,16.36,1,1,0,3.224118904,1,1,1,1,1
1641500,10.91,1,1,1,11.855261,1,1,1,1,1
1641507,17.73,1,1,0,3.21045817,1,1,0,1,0
1646842,24.55,1,1,1,3.166863495,1,0,0,1,0
1647860,13.64,1,1,0,11.79105388,1,1,0,1,0
1648040,21.82,1,1,0,3.16372358,0,1,0,0,2
1652958,36.82,1,1,0,11.75490213,0,1,0,1,0
1653694,15,1,1,1,11.71084476,1,1,0,1,1
1654211,20.45,1,1,1,3.113270219,1,0,1,0,0
1655947,17.73,1,1,0,11.70458429,1,1,0,0,0
1655976,24.55,1,1,1,3.057075896,1,1,0,1,1
1657895,40.91,1,0,0,11.41512422,1,1,0,1,0
1657895,31.36,1,1,0,11.39130689,1,1,1,1,0
1657895,8.18,1,1,1,11.37459438,1,1,1,2,1
1657895,17.73,1,1,1,11.33306383,1,1,1,0,1
1657895,16.36,1,1,0,11.32528641,1,1,1,2,1
1657895,19.09,1,1,1,3.04059529,1,1,1,0,0
1657895,16.36,1,1,1,3.035271688,1,1,0,2,1
1657895,16.36,1,1,1,3.009774081,1,1,1,1,1
1657895,13.64,1,1,1,2.981184903,1,1,1,1,1
1662642,16.36,2,1,0,2.971415985,1,1,0,0,1
1662911,10.91,1,1,1,11.3237378,1,1,1,1,1
1663732,25.91,1,1,1,2.968791676,1,1,0,1,0
1663898,17.73,1,1,1,2.9624671,1,1,1,1,0
1664022,10.91,1,1,1,11.25681035,1,1,1,1,1
1666377,21.82,1,1,1,2.945333513,1,0,1,0,1
1666708,19.09,1,1,1,11.20761021,1,1,1,1,0
1674166,42.27,1,0,0,11.18389624,1,1,0,1,1
1674589,15,1,1,1,2.935594944,1,1,1,1,0
1675874,24.55,1,1,0,11.07928199,1,0,0,0,0
1676051,38.18,1,1,1,10.94897659,0,0,0,1,0
1677911,19.09,1,1,1,10.93150726,1,1,1,0,0
1684243,23.18,1,0,0,2.92184356,0,0,0,0,0
1684893,8.18,1,1,1,2.897192119,1,1,1,2,1
1689429,45,1,0,0,2.896976775,1,1,0,1,1
1689460,16.36,1,1,0,10.89821194,1,1,1,1,0
1690911,16.36,1,1,0,2.876634809,1,1,1,2,2
1691155,16.36,1,1,0,10.85338127,1,1,1,2,2
1694737,20.45,1,1,1,10.81140885,1,1,1,1,0
1694737,19.09,1,1,0,10.79741214,1,1,0,1,2
1694737,13.64,1,1,0,2.852400138,1,1,0,2,0
1694737,12.27,1,1,0,2.850527858,1,1,0,2,0
1696702,15,1,1,1,10.79298265,1,1,1,1,0
1701210,15,1,1,1,2.842459849,1,1,1,1,0
1701921,15,1,1,1,10.66937917,1,1,0,1,1
1702029,31.36,1,1,0,2.831089973,1,1,1,1,1
1702105,16.36,2,1,0,2.825602932,1,1,0,1,0
1707381,16.36,1,1,1,10.66462202,1,1,0,2,1
1710087,15,1,1,1,10.65187386,1,1,0,1,1
1712012,12.27,1,1,0,10.60539755,1,0,0,2,0
1712536,21.82,1,1,1,10.57826913,1,0,1,0,0
1712780,15,1,1,0,10.52856944,1,1,1,2,0
1713158,20.45,1,1,0,10.51342665,1,1,0,0,0
1713158,17.73,1,1,1,2.774567104,1,1,0,1,1
1713986,12.27,1,1,0,10.44896364,1,1,1,2,0
1716667,23.18,1,0,0,2.752849461,0,0,0,0,0
1717608,19.09,1,1,1,10.41501993,1,1,1,0,1
1720954,13.64,1,1,0,10.40237896,1,1,1,1,0
1725454,16.36,1,1,1,10.35369982,1,1,1,1,1
1725905,39.55,1,1,1,10.33328278,0,0,0,1,0
1729596,20.45,1,1,0,10.21343398,1,1,0,1,0
1730398,20.45,1,1,1,10.21223394,1,1,1,1,0
1731579,17.73,2,1,1,10.20973495,1,1,0,0,1
1731579,16.36,2,1,0,10.07367567,1,1,0,2,0
1731579,17.73,1,1,0,10.03549821,1,1,0,0,0
1731579,10.91,1,1,1,9.909351028,1,1,1,1,1
1731579,15,2,1,0,2.618697617,1,1,0,1,1
1731579,27.27,1,1,0,2.606365742,0,1,0,0,0
1731579,27.27,1,1,0,2.595976503,0,0,1,0,0
1731579,9.55,1,2,1,2.550351984,1,1,0,2,2
1732896,20.45,1,1,1,2.494427243,1,1,1,0,0
1735541,23.18,1,1,0,2.447859851,0,1,0,0,2
1735850,21.82,1,1,1,9.838809602,1,0,1,0,0
1737400,21.82,1,1,1,9.807300983,1,0,1,0,1
1741823,38.18,1,1,0,2.439157678,0,1,0,1,0
1742582,30,1,1,0,2.42579834,0,0,1,0,0
1748374,15,1,1,0,9.719069693,1,1,0,2,2
1748834,24.55,1,1,0,2.403302789,1,1,1,0,0
1750000,21.82,2,1,0,2.381971697,1,0,1,0,0
1750000,17.73,1,1,0,2.377010245,1,1,1,1,0
1753684,9.55,1,1,0,9.657723274,1,1,1,2,2
1755333,12.27,1,1,1,2.345331011,1,1,1,1,0
1756404,16.36,2,1,0,9.626016215,1,1,0,2,1
1758337,10.91,1,1,0,2.332562394,1,1,1,1,1
1760647,16.36,1,1,1,2.326199699,1,1,0,2,1
1761375,27.27,1,1,0,9.615918667,0,0,1,0,0
1762811,15,1,1,0,9.60619608,1,1,1,1,0
1764737,12.27,1,2,1,9.602926507,1,1,1,2,2
1768421,23.18,2,1,0,9.602066661,1,0,0,0,1
1768421,16.36,2,1,1,9.557844339,1,1,0,2,2
1768421,21.82,1,1,1,9.508773349,1,0,1,1,0
1768421,19.09,1,1,1,9.472800266,1,1,1,0,0
1768421,16.36,1,1,1,9.443090463,1,1,1,1,0
1768421,15,1,1,0,9.411353683,1,1,0,2,0
1768421,17.73,1,1,0,2.307653507,1,1,0,1,0
1768421,13.64,1,1,1,2.283147127,0,1,1,1,1
1773377,12.27,1,2,1,2.272675276,1,1,1,2,2
1773729,15,2,1,0,9.359079712,1,1,0,1,0
1778262,17.73,1,1,1,2.248492562,1,1,0,1,0
1778328,19.09,1,1,0,9.355063108,1,1,1,1,0
1779410,17.73,2,1,0,2.221272659,1,1,0,1,0
1783340,9.55,1,2,1,9.348843202,1,1,0,2,2
1784348,31.36,1,1,0,9.318187954,1,1,1,1,1
1786842,16.36,1,1,1,9.28929398,1,1,0,1,0
1786842,16.36,1,1,0,9.28778085,0,1,0,1,2
1786842,21.82,1,1,1,2.191292575,1,1,0,0,2
1788646,23.18,1,1,1,2.179618836,1,0,1,1,0
1789825,17.73,1,1,0,2.177746029,1,1,0,0,0
1792642,19.09,1,1,0,2.177181334,1,1,1,1,0
1793074,16.36,1,1,1,2.173797212,1,1,1,1,1
1793271,20.45,1,1,0,9.265334021,1,1,0,0,1
1795327,19.09,1,1,0,2.159041795,1,1,0,0,0
1795949,28.64,1,1,0,9.167582571,0,1,0,0,2
1799381,23.18,1,1,1,2.13615298,1,1,0,0,2
1799931,21.82,1,1,1,9.150816968,1,1,1,1,0
1800829,16.36,1,1,0,2.08967656,1,1,1,1,0
1800871,17.73,2,1,1,9.136289776,1,1,0,0,1
1800918,16.36,2,1,1,2.086640363,1,1,0,2,0
1800957,17.73,1,1,1,9.134481921,1,1,1,1,0
1801193,16.36,1,1,0,9.1340614,1,1,0,1,0
1801579,17.73,1,1,0,9.116020533,1,1,1,0,0
1802560,9.55,1,1,0,9.114153091,1,1,1,2,2
1805263,9.55,1,1,1,9.10494855,1,1,1,2,0
1805263,17.73,1,1,1,9.093946389,1,1,0,1,2
1805263,17.73,1,1,1,9.078551012,1,1,1,1,0
1805263,15,1,1,0,8.979546714,1,1,1,2,0
1805263,9.55,1,1,1,2.080909546,1,1,1,2,0
1805263,12.27,1,1,1,2.03062244,1,1,0,2,1
1806865,15,2,1,0,8.935558698,1,1,0,1,0
1809387,21.82,2,1,0,8.927144225,1,0,1,0,0
1811512,19.09,1,1,0,8.924262621,1,1,1,0,0
1811675,28.64,1,1,0,2.016136656,0,1,0,0,2
1816404,15,1,1,1,2.007605655,1,1,1,1,1
1816464,19.09,1,1,1,8.918156128,1,1,1,0,1
1819603,17.73,1,1,1,1.954466484,1,1,1,1,0
1820751,23.18,2,1,0,8.914129464,1,0,0,0,1
1821296,19.09,1,1,1,1.942369158,1,1,0,1,0
1821453,23.18,1,1,0,8.908056603,1,1,0,0,1
1823684,9.55,1,1,0,8.878041589,1,1,1,2,2
1823684,24.55,1,1,1,8.87685723,0,0,1,0,0
1823684,13.64,1,1,1,1.871931973,1,1,0,2,0
1824001,9.55,1,2,1,1.869923366,1,0,0,2,2
1826707,15,1,1,1,1.859520753,1,1,1,1,1
1827198,9.55,1,1,1,8.876578278,1,1,1,2,2
1828812,8.18,1,1,1,8.865745462,1,1,1,2,0
1829503,19.09,1,1,1,1.855455589,1,1,1,0,0
1830008,15,1,1,0,1.8492573,1,1,1,2,0
1830074,9.55,1,1,0,8.812740434,1,1,1,2,2
1830862,15,1,1,1,8.805727686,1,1,0,2,0
1832513,12.27,1,1,1,8.786354636,1,1,0,2,0
1834337,24.55,1,1,1,1.844305822,0,0,1,0,1
1838421,21.82,1,1,1,1.84061427,1,1,1,1,0
1839379,17.73,1,1,0,1.83867165,1,1,0,1,0
1840603,20.45,1,1,0,1.8385493,1,1,0,1,0
1841866,15,1,1,0,8.655503485,1,1,0,2,2
1842105,16.36,3,1,1,8.645231973,1,1,1,1,0
1842105,34.09,1,1,1,8.625622069,1,0,1,1,1
1842105,34.09,1,0,0,8.58782128,1,1,1,1,0
1842105,27.27,1,0,0,8.555864794,0,1,1,1,0
1842105,27.27,1,1,0,8.507548417,0,0,0,1,0
1842105,9.55,1,2,1,8.478425162,1,1,1,2,1
1842105,16.36,1,1,0,8.471059331,1,1,1,2,0
1842105,16.36,1,1,0,8.470107953,1,1,1,2,0
1842105,16.36,1,1,0,8.451806267,1,1,1,1,2
1842105,13.64,1,1,0,8.428073989,1,1,1,2,1
1842105,13.64,1,1,0,8.408261443,1,1,1,1,1
1842105,45.1,1,1,1,1.818910674,0,0,1,0,0
1842105,43.64,1,1,1,1.802671509,0,0,1,1,2
1842105,20.45,2,1,1,1.801974582,1,1,1,1,1
1842105,19.09,1,1,0,1.7941323,1,1,1,1,0
1842105,17.73,1,1,0,1.793574723,1,1,1,1,0
1842105,16.36,1,1,1,1.791666053,1,1,1,1,0
1844100,19.09,1,1,0,1.785408638,1,1,1,1,1
1847145,17.73,1,1,1,8.392230614,1,1,0,1,0
1847994,9.55,1,1,1,8.378556031,1,1,1,2,0
1850156,23.18,1,1,1,8.377227446,1,0,1,1,0
1851323,16.36,1,1,0,8.364571055,1,1,0,2,2
1851574,23.18,1,1,1,1.76020602,1,1,1,1,0
1852832,17.73,2,1,1,1.755832187,1,1,0,0,1
1852953,16.36,1,1,0,8.351390284,1,1,1,1,0
1853600,16.36,3,1,1,8.321189952,1,1,1,1,0
1854404,13.64,1,2,1,1.744564926,1,1,1,2,2
1855553,21.82,2,1,0,8.319437001,1,0,1,0,0
1856132,16.36,2,1,0,8.311634415,1,1,0,1,0
1857664,17.73,2,1,0,1.738727365,1,1,0,2,0
1858218,19.09,1,1,0,8.299338683,1,1,1,0,0
1859495,17.73,3,1,1,1.738635061,1,1,1,1,0
1860526,17.73,1,1,1,8.293057644,1,1,1,1,0
1862161,19.09,1,1,1,8.281828131,1,1,1,0,0
1864634,15,1,1,0,8.266458748,1,1,0,2,2
1865284,17.73,1,1,1,8.262289826,1,1,0,1,2
1870121,12.27,1,1,1,8.259917365,0,1,1,1,0
1871131,10.91,1,1,0,8.256830608,1,1,1,2,2
1871809,15,1,1,1,8.253250981,1,1,0,2,0
1877809,28.64,1,0,0,8.240567164,0,1,1,1,2
1878947,20.45,1,1,1,8.208513816,1,1,1,0,2
1878947,16.36,1,1,1,8.187419489,1,1,1,2,0
1878947,15,1,1,1,8.177402593,1,1,1,2,2
1878947,20.45,2,1,0,1.697520924,1,1,1,0,2
1879079,15,1,1,1,8.168971419,1,1,1,2,2
1880974,19.09,1,1,0,1.682251537,0,1,1,1,1
1882350,17.73,1,1,0,8.088191317,1,1,0,1,0
1882659,12.27,1,1,1,8.087616581,1,1,0,2,0
1886560,24.55,2,1,0,1.67203049,1,0,0,0,1
1887466,9.55,1,1,1,8.058245861,1,1,1,2,0
1888811,19.09,1,1,1,8.057629912,1,1,0,1,0
1889292,21.82,2,1,1,8.051239813,1,1,1,1,1
1889518,13.64,1,1,0,8.042791115,1,1,1,1,1
1891492,20.45,2,1,0,7.987325674,1,1,1,0,2
1893043,17.73,1,1,1,1.668042869,1,1,1,1,0
1896562,45,1,1,1,7.981991602,0,0,1,1,0
1896745,21.82,2,1,1,7.965277433,1,1,1,1,1
1896844,34.09,1,0,0,1.656750771,1,1,1,1,1
1897244,9.55,1,2,1,1.656522061,1,1,1,2,0
1897368,20.45,1,1,1,7.959411037,1,1,1,1,1
1897368,17.73,1,1,0,1.645986759,1,1,1,2,0
1899856,27.27,1,0,0,7.9549927,0,1,1,1,2
1901687,17.73,1,1,0,7.915948001,1,1,0,1,0
1902643,45.1,1,1,1,7.887929319,0,0,1,0,0
1904154,19.09,1,1,0,1.610355748,1,1,1,2,1
1907433,19.09,1,1,0,1.607516143,1,1,1,2,1
1907834,34.09,1,1,1,1.607057856,1,0,1,1,0
1909200,17.73,1,1,1,7.830133888,1,1,1,1,0
1909309,13.64,1,1,0,7.793800229,0,1,1,2,0
1912105,16.36,1,1,1,7.780830387,1,1,1,2,0
1912429,17.73,1,1,1,7.765250504,1,1,0,1,0
1915789,27.27,1,0,0,7.711990319,1,1,1,0,1
1915789,10.91,1,1,0,7.707527839,1,1,1,1,0
1915789,19.09,1,1,0,7.681471297,0,1,1,0,2
1915789,19.09,1,1,0,7.669123824,1,1,1,0,1
1915789,16.36,1,1,0,7.656318636,1,1,1,2,1
1915789,16.36,1,1,1,7.617983964,1,0,1,1,1
1915789,13.64,1,2,1,7.561925005,1,1,1,2,1
