price,area,bedrooms,bathrooms,washingmachine,dtcenter,dtrec,dthospital,hotwater,ac,furnish,parking,security
2354211,32,1,2,0,1.281430698,1.6377729,4.475580852,1,1,2,1,2
3961678,54,1,1,1,1.285919866,1.637574373,4.445619455,1,1,1,1,1
4910352,67,2,1,1,1.28872472,0.414312972,0.937122197,1,1,1,2,1
2344658,32,1,2,0,1.301045029,1.636881994,4.441694753,1,1,1,1,2
4660526,64,1,2,1,1.306890968,1.634740683,4.439172957,1,1,1,1,2
3202715,44,2,1,1,1.316375569,0.412936874,0.923553279,1,1,1,1,1
2763158,38,1,1,1,1.322877952,1.633467597,4.394626639,1,1,0,1,2
4431735,61,1,2,1,1.323314871,1.62658331,4.392905161,1,1,0,1,2
4789474,66,2,1,1,1.326606073,0.412314896,0.923205623,1,1,0,2,1
2389435,33,1,2,0,1.333450917,1.626271637,4.388041729,1,1,2,1,2
3242105,45,1,1,1,1.355992362,1.615016754,4.368060595,1,1,0,1,1
3308522,46,1,1,1,1.357759601,1.610597342,4.362115836,1,1,0,1,1
4382514,61,1,2,1,1.35790919,1.599044931,4.358075755,1,1,0,1,1
4310526,60,1,2,1,1.359617771,1.581832173,4.350645203,1,1,0,1,1
2297210,32,1,2,1,1.360347,1.579266031,4.307885796,1,1,0,1,1
4445545,62,2,2,1,1.376959219,0.400894201,0.899236137,1,1,1,2,1
6447368,90,2,2,1,1.386228804,0.400723081,0.897843506,1,1,2,2,2
2793141,39,1,1,1,1.404607805,1.575450078,4.302823711,1,1,0,1,2
1287763,18,1,1,0,1.40593834,1.569653909,4.285756791,0,0,1,1,2
4646130,65,1,2,1,1.411639461,1.567290369,4.273154713,1,1,0,1,1
2211252,31,1,2,1,1.412676132,1.563518641,4.269235122,1,1,0,1,1
2136842,30,2,2,0,1.41737242,0.397083434,0.892404799,1,1,1,1,1
2773234,39,1,2,1,1.417512534,1.56086099,4.258448295,1,1,1,1,1
2203258,31,2,2,0,1.42219934,0.395240792,0.881629335,1,1,1,1,1
6464916,91,2,2,1,1.427768965,0.395155666,0.881250076,1,1,2,2,2
4613107,65,1,2,1,1.436227602,1.560677766,4.22895217,1,1,1,1,2
3475407,49,1,1,1,1.436623635,1.559320331,4.226743293,1,1,2,1,2
2553322,36,1,1,1,1.44035787,1.540909425,4.224107696,1,1,1,1,1
2123304,30,1,1,0,1.440608192,1.533108849,4.212418321,1,1,1,1,2
3536842,50,1,1,1,1.442285091,1.529149641,4.186578169,1,1,0,1,1
1832513,26,1,1,1,1.456774327,1.5274241,4.153236982,1,1,0,0,2
3371053,48,1,1,1,1.457353504,1.527050109,4.142840746,1,1,2,1,2
3643714,52,1,1,1,1.457726759,1.522428752,4.142235103,1,1,0,1,1
1400000,20,1,2,0,1.458195894,1.515547,4.106863719,1,1,1,0,2
5107365,73,2,1,1,1.466703504,0.387709655,0.867178984,1,1,0,2,1
4190789,60,1,2,1,1.466842895,1.514291015,4.095138589,1,1,0,1,2
4330181,62,2,1,1,1.470632805,0.387660606,0.866375833,1,1,1,2,2
4676543,67,1,2,1,1.47168293,1.513517466,4.084713105,1,1,1,1,2
1882659,27,1,1,1,1.483835048,1.501562113,4.07921735,1,1,0,0,2
2579009,37,1,2,0,1.493005106,1.493776109,4.077296196,1,1,1,1,2
2089923,30,1,1,1,1.504232827,1.490682902,4.06606955,1,1,2,1,1
2502510,36,1,1,0,1.504294077,1.487138616,4.063224378,1,1,1,1,1
1805263,26,1,1,1,1.50613401,1.48518474,4.053033395,1,1,0,0,2
4163158,60,2,2,1,1.507146965,0.384618975,0.858921125,1,1,1,2,1
1664022,24,1,1,1,1.518610681,1.484491626,4.02626146,1,1,1,1,1
6791811,98,2,2,1,1.525624643,0.384351309,0.858628847,1,1,2,2,2
1870121,27,1,1,1,1.52973554,1.480399766,4.023492739,1,1,0,1,1
1731579,25,1,1,1,1.535583555,1.468653599,4.01324803,1,1,0,1,1
3807383,55,1,1,1,1.539481103,1.459330097,3.999181249,1,1,0,1,1
3389928,49,1,1,1,1.544518957,1.458554029,3.992930064,1,1,0,1,1
4494737,65,2,1,1,1.545026786,0.383145826,0.857826828,1,1,2,2,1
2621190,38,1,2,1,1.546970404,1.454596552,3.991633439,1,1,1,1,2
2621116,38,1,2,1,1.554489229,1.454280591,3.974324521,1,1,2,1,2
3237489,47,3,2,1,1.554899424,0.203160485,0.418919952,1,1,2,1,2
2063158,30,1,1,0,1.556430187,1.454271919,3.966038259,1,1,1,1,2
1989474,29,1,1,1,1.56443782,1.453040087,3.962430915,1,1,2,1,1
2468421,36,1,1,1,1.5667296,1.45110518,3.942842436,1,1,1,1,1
4249961,62,1,1,1,1.572392555,1.446241971,3.934125633,1,1,0,1,2
1439477,21,1,2,0,1.572722062,1.445950483,3.933027672,1,1,1,0,2
2467558,36,1,2,0,1.58120778,1.444628317,3.926997876,1,1,1,1,2
2464653,36,1,2,0,1.583204398,1.444138272,3.896409633,1,1,1,1,1
4312254,63,1,2,1,1.58957549,1.442591752,3.895589784,1,1,0,1,2
2394737,35,1,1,0,1.59304369,1.42893068,3.8923247,1,1,1,1,1
1641500,24,1,1,1,1.59829832,1.425238485,3.880252528,1,1,1,1,1
4232564,62,2,1,1,1.607057856,0.375062783,0.843569105,1,1,2,2,2
4631660,68,2,1,1,1.607516143,0.374298339,0.842036403,1,1,2,2,1
4154042,61,2,1,1,1.610355748,0.372923635,0.841344493,1,1,1,2,2
1428251,21,1,2,0,1.610382252,1.424428745,3.877174856,1,1,1,0,2
2376316,35,1,2,1,1.617409189,1.424333017,3.874624182,1,1,1,1,2
2376316,35,1,2,0,1.622838341,1.418074549,3.855335252,1,1,1,1,1
2376316,35,1,2,1,1.626602179,1.417066252,3.831552239,1,1,2,1,2
2508517,37,1,1,1,1.626817349,1.412394457,3.82840371,1,1,1,1,1
3389474,50,1,1,1,1.628792169,1.412194888,3.824906955,1,1,1,1,2
3320627,49,1,2,0,1.629254704,1.40832398,3.819086074,1,1,0,1,1
2030872,30,1,1,1,1.640695158,1.406961832,3.817334207,1,1,2,1,1
2231539,33,2,2,1,1.645986759,0.371846329,0.83193064,1,1,2,1,2
2433397,36,1,1,0,1.649471393,1.403297929,3.816372082,1,1,1,1,1
4729371,70,2,1,1,1.656522061,0.370946439,0.829392318,1,1,2,2,1
4052632,60,2,1,1,1.656750771,0.370438128,0.828022178,1,1,1,2,2
1755333,26,1,1,1,1.659892691,1.397692069,3.795033157,1,1,0,1,1
3433363,51,1,1,1,1.663380664,1.397688545,3.791348228,1,1,1,1,2
2354211,35,1,2,0,1.664760816,1.392605424,3.787583525,1,1,1,1,2
2688430,40,1,1,0,1.666252056,1.390170582,3.781477249,1,1,2,1,1
2148004,32,2,2,0,1.668042869,0.369512403,0.826614978,1,1,1,1,1
2347316,35,1,1,1,1.669320933,1.38517453,3.781144836,1,1,1,1,1
2413389,36,1,2,0,1.670398403,1.382872384,3.780782359,1,1,1,1,1
5274077,79,1,1,1,1.670600701,1.382368391,3.771309387,1,1,1,1,1
2332689,35,1,1,1,1.670634943,1.378688675,3.767107088,1,1,1,1,1
4060986,61,1,2,1,1.671191979,1.377316475,3.766076441,1,1,1,1,1
2928947,44,2,1,1,1.67203049,0.366271429,0.813835741,1,1,1,1,1
2394737,36,1,2,0,1.673349373,1.375370581,3.762174441,1,1,2,1,2
1197368,18,1,1,0,1.67842989,1.365260375,3.755221022,0,0,1,1,2
1662911,25,1,1,1,1.678818034,1.364802731,3.75320402,1,1,1,1,1
4188644,63,2,2,1,1.682251537,0.363231807,0.810079266,1,1,1,2,1
2456605,37,1,2,1,1.682809577,1.361495189,3.750026075,1,1,1,1,2
4247779,64,1,2,1,1.687748296,1.360939298,3.743133967,1,1,1,1,1
3978947,60,1,2,1,1.696846933,1.358942891,3.742497113,1,1,1,1,1
3978947,60,2,1,1,1.697520924,0.357026722,0.798235576,1,1,2,2,2
1987498,30,1,1,0,1.701395702,1.354837032,3.714781827,1,1,0,1,1
3377030,51,1,1,1,1.705098888,1.353117937,3.713393466,1,1,2,1,2
2450000,37,1,1,0,1.71397424,1.352164911,3.711930548,1,1,2,1,1
2251053,34,1,1,1,1.716345504,1.346961183,3.70461107,1,1,1,1,1
2381449,36,1,2,1,1.72579325,1.343756638,3.680305173,1,1,2,1,2
1915789,29,1,1,0,1.728310833,1.339824164,3.674918766,1,1,0,1,1
2641548,40,1,2,1,1.730925841,1.339262399,3.664635437,1,1,1,1,1
3960526,60,1,2,1,1.733768844,1.337786527,3.658866138,1,1,2,1,2
2309200,35,2,1,0,1.738635061,0.349507861,0.782151983,1,1,1,1,2
4019758,61,2,1,1,1.738727365,0.348585967,0.7770251,1,1,2,2,2
3029526,46,2,1,1,1.744564926,0.345427739,0.772977514,1,1,1,1,1
2172446,33,1,1,0,1.745401076,1.337736568,3.654862263,1,1,1,1,2
4274023,65,1,2,1,1.745882276,1.336551152,3.630180943,1,1,2,1,2
3615992,55,1,1,1,1.750695468,1.328214547,3.618967717,1,1,1,1,2
2102078,32,2,2,1,1.755832187,0.344543252,0.765456168,1,1,2,1,2
3021053,46,2,1,0,1.76020602,0.344461423,0.765002042,1,1,1,2,2
2296099,35,1,1,0,1.768986809,1.326359975,3.613470881,1,1,1,1,1
2427048,37,1,2,0,1.770280544,1.324746001,3.613023113,1,1,2,1,2
4065257,62,1,1,1,1.772527443,1.323924132,3.601896385,1,1,1,1,2
1764737,27,1,2,1,1.778043776,1.323612428,3.589147529,1,1,2,1,2
2483517,38,1,1,0,1.784331069,1.323248013,3.589007675,1,1,2,1,1
2284211,35,2,2,1,1.785408638,0.343126248,0.758897658,1,1,2,1,2
6783716,104,1,2,1,1.786537636,1.312110273,3.582197039,1,1,1,1,1
4296506,66,1,1,1,1.788546348,1.311539339,3.574615139,1,1,2,1,1
3053195,47,2,1,1,1.791666053,0.339633584,0.751774867,1,1,2,1,2
2337894,36,2,2,1,1.793574723,0.339460225,0.7515316,1,1,2,1,2
2792327,43,2,2,0,1.7941323,0.33922962,0.749824795,1,1,2,1,2
1946961,30,1,1,0,1.796114667,1.309730501,3.552804606,1,1,0,1,1
2137510,33,1,1,1,1.800149069,1.308519629,3.542770006,1,1,2,1,1
3948839,61,1,2,1,1.800831591,1.30781097,3.540562757,1,1,2,1,1
4261791,66,2,1,1,1.801974582,0.337146325,0.746252817,1,1,2,2,2
3226352,50,2,1,0,1.802671509,0.337012171,0.745248626,1,1,1,2,2
2063904,32,1,1,1,1.805434258,1.307361159,3.529425124,1,1,2,1,2
6577618,102,1,2,1,1.81265129,1.306346938,3.528903122,1,1,1,1,1
4126316,64,1,1,1,1.813167488,1.306020211,3.525959091,1,1,2,1,1
3868421,60,1,1,1,1.813702297,1.305004035,3.517385439,1,1,1,1,2
3868421,60,1,1,1,1.818690312,1.303134037,3.515142238,1,1,0,1,2
3868421,60,2,1,1,1.818910674,0.336815922,0.744357044,1,1,2,2,2
6447368,100,1,2,1,1.834835834,1.302836024,3.513357234,1,1,1,1,1
3545747,55,1,1,1,1.838540004,1.300276946,3.505839397,1,1,1,1,1
3028199,47,2,1,0,1.8385493,0.336024737,0.742919263,1,1,1,2,2
5536756,86,2,1,1,1.83867165,0.335434171,0.741391166,1,1,1,2,1
3216027,50,2,1,1,1.84061427,0.33505829,0.738561316,1,1,0,1,1
3087368,48,1,2,0,1.84199195,1.298823272,3.505042969,1,1,0,1,1
2378328,37,1,1,1,1.842451582,1.298037946,3.501872614,1,1,2,1,2
2763158,43,2,2,0,1.844305822,0.333416528,0.737830887,1,1,2,1,2
2312418,36,1,2,1,1.844961118,1.294729002,3.496901093,1,1,1,1,2
4554361,71,2,1,1,1.8492573,0.33272803,0.73025496,1,1,2,2,1
5194737,81,2,1,1,1.855455589,0.332097032,0.725755734,1,1,2,2,1
5321125,83,2,1,1,1.859520753,0.331181662,0.722303844,1,1,2,2,1
2499195,39,1,1,1,1.866997906,1.289380236,3.496467474,1,1,1,1,1
2876856,45,2,1,1,1.869923366,0.330625504,0.720093037,1,1,1,1,2
2044737,32,2,2,1,1.871931973,0.330377129,0.719179751,1,1,2,1,2
2683060,42,1,1,1,1.873157545,1.286752384,3.495538598,1,1,1,1,2
3194060,50,1,2,0,1.873682241,1.285245722,3.49437796,1,1,0,1,1
1915789,30,1,2,1,1.878421382,1.28202797,3.490329815,1,1,2,1,2
2042010,32,1,2,1,1.881765425,1.281645752,3.490317559,1,1,1,1,1
4018988,63,1,2,1,1.884518716,1.281228158,3.477813256,1,1,2,1,2
